postcode,postcode_space,postcode area,Average_download_speed_Mbit_s,Maximum_download_speed_Mbit_s,Minimum_download_speed_Mbit_s,Average_upload_speed_Mbit_s,Maximum_upload_speed_Mbit_s,Minimum_upload_speed_Mbit_s,Average_data_usage_GB,All Premises,All Matched Premises,lsoa_area,county
PL267NR,PL26 7NR,PL,3.246490991901174,3.713572066704308,1.7749523509116738,1.9878743481543455,2.3978952727983707,0.6931471805599453,5.093750200806762,2.302585092994046,2.302585092994046,Cornwall 030D,Cornwall
PL267NS,PL26 7NS,PL,3.8732821771117156,4.393213824064446,2.302585092994046,2.4336133554004498,3.044522437723423,0.5877866649021191,4.5217885770490405,2.0794415416798357,2.0794415416798357,Cornwall 030C,Cornwall
PL267NT,PL26 7NT,PL,3.4657359027997265,4.328098292648326,1.9021075263969205,2.0541237336955462,3.044522437723423,0.5877866649021191,6.408528791059498,2.1972245773362196,2.1972245773362196,Cornwall 030D,Cornwall
PL267NU,PL26 7NU,PL,4.379523504455763,4.394449154672439,4.351567427189173,3.044522437723423,3.044522437723423,3.044522437723423,6.0112671744041615,1.791759469228055,1.791759469228055,Cornwall 030D,Cornwall
PL267NW,PL26 7NW,PL,3.7013019741124933,4.356708826689592,0.5877866649021191,2.2300144001592104,2.8622008809294686,0.6418538861723947,5.638354669333745,1.9459101490553132,1.9459101490553132,Cornwall 030D,Cornwall
PL267NY,PL26 7NY,PL,4.097672352314776,4.394449154672439,3.629660094453965,2.70805020110221,3.044522437723423,1.9459101490553132,5.147494476813453,1.791759469228055,1.791759469228055,Cornwall 030D,Cornwall
PL267NZ,PL26 7NZ,PL,3.648057459593681,4.394449154672439,1.8870696490323797,2.322387720290225,3.044522437723423,0.3364722366212129,6.0112671744041615,3.871201010907891,3.871201010907891,Cornwall 030D,Cornwall
PL267PA,PL26 7PA,PL,3.6189933266497696,4.39197696552705,1.8082887711792655,2.2300144001592104,3.044522437723423,0.5877866649021191,5.808142489980444,3.4339872044851463,3.4339872044851463,Cornwall 030D,Cornwall
PL267PD,PL26 7PD,PL,2.4765384001174837,3.966511190712216,1.3862943611198906,1.0986122886681098,2.33214389523559,0.5877866649021191,5.730099782973574,2.772588722239781,2.772588722239781,Cornwall 030A,Cornwall
PL267PE,PL26 7PE,PL,3.686376323895818,4.02535169073515,2.0541237336955462,2.1162555148025524,2.3978952727983707,0.5877866649021191,4.465908118654584,2.4849066497880004,2.4849066497880004,Cornwall 030D,Cornwall
PL267PF,PL26 7PF,PL,3.673765816303888,4.393213824064446,0.26236426446749106,2.312535423847214,3.044522437723423,0.6418538861723947,4.418840607796598,3.5553480614894135,3.5553480614894135,Cornwall 030D,Cornwall
PL267PG,PL26 7PG,PL,3.6000482404073204,4.394449154672439,1.7047480922384253,2.2823823856765264,3.044522437723423,0.5877866649021191,4.852030263919617,3.332204510175204,3.332204510175204,Cornwall 030D,Cornwall
PL267PH,PL26 7PH,PL,3.9219733362813143,4.394449154672439,1.547562508716013,2.631888840136646,3.044522437723423,0.7419373447293773,6.115892125483034,2.302585092994046,2.302585092994046,Cornwall 030D,Cornwall
PL267PJ,PL26 7PJ,PL,3.481240089335692,4.393213824064446,1.4816045409242156,2.1162555148025524,3.044522437723423,0.6418538861723947,5.209486152841421,3.4011973816621555,3.4011973816621555,Cornwall 030D,Cornwall
